ID,Stakeholder,Insurer,Value Created,Sahreholding pattern,City,Brokers,Premium,Date,Premium,Profitability,Cost ratio,Assets under management,Educational qualifications,People,Policy tenuer ,Gender,Age 
4867,Customers,Corporate agent,6131799,Promotors,Pune,Mina,New premium,5/29/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4868,Customers,Corporate agent,6136715,Promotors,Pune,Rushi,New premium,5/30/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4870,Customers,Corporate agent,6141632,Promotors,Pune,Krishna,New premium,5/31/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4871,Customers,Corporate agent,6146548,Promotors,Pune,Gita,New premium,6/1/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4873,Customers,Corporate agent,6151465,Promotors,Pune,Rushi,New premium,6/2/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4874,Customers,Corporate agent,6156381,Promotors,Pune,Krishna,New premium,6/3/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4876,Customers,Corporate agent,6161298,Promotors,Pune,Gita,New premium,6/4/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4877,Customers,Corporate agent,6166215,Promotors,Pune,Puja,New premium,6/5/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4879,Customers,Corporate agent,6171131,Promotors,Pune,Sheela,New premium,6/6/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4880,Customers,Corporate agent,6176048,Promotors,Pune,Rita,New premium,6/7/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4882,Customers,Corporate agent,6180964,Promotors,Pune,Mina,New premium,6/8/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4883,Customers,Corporate agent,6185881,Promotors,Pune,Rushi,New premium,6/9/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4885,Customers,Corporate agent,6190797,Promotors,Pune,Krishna,New premium,6/10/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4886,Customers,Corporate agent,6195714,Promotors,Pune,Gita,New premium,6/11/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4888,Customers,Corporate agent,6200631,Promotors,Pune,Puja,New premium,6/12/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4889,Customers,Corporate agent,6205547,Promotors,Pune,Sheela,New premium,6/13/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4891,Customers,Corporate agent,6210464,Promotors,Pune,Rita,New premium,6/14/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4892,Customers,Corporate agent,6215380,Promotors,Pune,Mina,New premium,6/15/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4894,Customers,Corporate agent,6220297,Promotors,Pune,Rushi,New premium,6/16/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4895,Customers,Corporate agent,6225213,Promotors,Pune,Krishna,New premium,6/17/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4897,Customers,Corporate agent,6230130,Promotors,Pune,Gita,New premium,6/18/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4898,Customers,Corporate agent,6235047,Promotors,Pune,Puja,New premium,6/19/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4900,Customers,Corporate agent,6239963,Promotors,Pune,Sheela,New premium,6/20/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4901,Customers,Corporate agent,6244880,Promotors,Pune,Rita,New premium,6/21/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4903,Customers,Corporate agent,6249796,Promotors,Pune,Mina,New premium,6/22/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4904,Customers,Corporate agent,6254713,Promotors,Pune,Rushi,New premium,6/23/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4906,Customers,Corporate agent,6259629,Promotors,Pune,Krishna,New premium,6/24/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4907,Customers,Corporate agent,6264546,Promotors,Pune,Gita,New premium,6/25/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4909,Customers,Corporate agent,6269463,Promotors,Pune,Rushi,New premium,6/26/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4910,Customers,Corporate agent,6274379,Promotors,Pune,Krishna,New premium,6/27/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4912,Customers,Corporate agent,6279296,Promotors,Pune,Gita,New premium,6/28/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4913,Customers,Corporate agent,6284212,Promotors,Pune,Puja,New premium,6/29/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4915,Customers,Corporate agent,6289129,Promotors,Pune,Sheela,New premium,6/30/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4916,Customers,Corporate agent,6294045,Promotors,Pune,Rita,New premium,7/1/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4918,Customers,Corporate agent,6298962,Promotors,Pune,Mina,New premium,7/2/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4919,Customers,Corporate agent,6303879,Promotors,Pune,Rushi,New premium,7/3/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4921,Customers,Corporate agent,6308795,Promotors,Pune,Krishna,New premium,7/4/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4922,Customers,Corporate agent,6313712,Promotors,Pune,Gita,New premium,7/5/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4924,Customers,Corporate agent,6318628,Promotors,Jamshedpur,Puja,New premium,7/6/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4925,Customers,Corporate agent,6323545,Promotors,Jamshedpur,Sheela,New premium,7/7/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4927,Customers,Corporate agent,6328461,Promotors,Jamshedpur,Rita,New premium,7/8/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4928,Customers,Corporate agent,6333378,Promotors,Jamshedpur,Mina,New premium,7/9/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4930,Customers,Corporate agent,6338295,Promotors,Jamshedpur,Rushi,New premium,7/10/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4931,Customers,Corporate agent,6343211,Promotors,Jamshedpur,Krishna,New premium,7/11/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4933,Customers,Corporate agent,6348128,Promotors,Jamshedpur,Gita,New premium,7/12/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4934,Customers,Corporate agent,6353044,Promotors,Jamshedpur,Puja,New premium,7/13/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4936,Customers,Corporate agent,6357961,Promotors,Jamshedpur,Sheela,New premium,7/14/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4937,Customers,Corporate agent,6362877,Promotors,Jamshedpur,Rita,New premium,7/15/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4939,Customers,Corporate agent,6367794,Promotors,Jamshedpur,Mina,New premium,7/16/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4940,Customers,Corporate agent,6372711,Promotors,Jamshedpur,Rushi,New premium,7/17/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4942,Customers,Corporate agent,6377627,Promotors,Jamshedpur,Krishna,New premium,7/18/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4943,Customers,Corporate agent,6382544,Promotors,Jamshedpur,Gita,New premium,7/19/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4945,Customers,Corporate agent,6387460,Promotors,Jamshedpur,Rushi,New premium,7/20/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4946,Customers,Corporate agent,6392377,Promotors,Jamshedpur,Krishna,New premium,7/21/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4948,Customers,Corporate agent,6397293,Promotors,Jamshedpur,Gita,New premium,7/22/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4949,Customers,Corporate agent,6402210,Promotors,Jamshedpur,Puja,New premium,7/23/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4951,Customers,Corporate agent,6407127,Promotors,Jamshedpur,Sheela,New premium,7/24/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4952,Customers,Corporate agent,6412043,Promotors,Jamshedpur,Rita,New premium,7/25/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4954,Customers,Corporate agent,6416960,Promotors,Jamshedpur,Mina,New premium,7/26/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4955,Customers,Corporate agent,6421876,Promotors,Jamshedpur,Rushi,New premium,7/27/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4957,Customers,Corporate agent,6426793,Promotors,Jamshedpur,Krishna,New premium,7/28/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4958,Customers,Corporate agent,6431709,Promotors,Jamshedpur,Gita,New premium,7/29/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4960,Customers,Corporate agent,6436626,Promotors,Jamshedpur,Puja,New premium,7/30/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4961,Customers,Corporate agent,6441543,Promotors,Jamshedpur,Sheela,New premium,7/31/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4963,Customers,Corporate agent,6446459,Promotors,Jamshedpur,Rita,New premium,8/1/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4964,Customers,Corporate agent,6451376,Promotors,Jamshedpur,Mina,New premium,8/2/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4966,Customers,Corporate agent,6456292,Promotors,Jamshedpur,Rushi,New premium,8/3/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4967,Customers,Corporate agent,6461209,Promotors,Jamshedpur,Krishna,New premium,8/4/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4969,Customers,Corporate agent,6466125,Promotors,Jamshedpur,Gita,New premium,8/5/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4970,Customers,Corporate agent,6471042,Promotors,Jamshedpur,Puja,New premium,8/6/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4972,Customers,Corporate agent,6475959,Promotors,Jamshedpur,Sheela,New premium,8/7/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4973,Customers,Corporate agent,6480875,Promotors,Jamshedpur,Rita,New premium,8/8/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4975,Customers,Corporate agent,6485792,Promotors,Jamshedpur,Mina,New premium,8/9/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4976,Customers,Corporate agent,6490708,Promotors,Jamshedpur,Rushi,New premium,8/10/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4978,Customers,Corporate agent,6495625,Promotors,Jamshedpur,Krishna,New premium,8/11/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4979,Customers,Corporate agent,6500541,Promotors,Jamshedpur,Gita,New premium,8/12/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4981,Customers,Corporate agent,6505458,Promotors,Jamshedpur,Rushi,New premium,8/13/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4982,Customers,Corporate agent,6510375,Promotors,Jamshedpur,Krishna,New premium,8/14/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4984,Customers,Corporate agent,6515291,Promotors,Jamshedpur,Gita,New premium,8/15/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4985,Customers,Corporate agent,6520208,Promotors,Jamshedpur,Puja,New premium,8/16/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4987,Customers,Corporate agent,6525124,Promotors,Jamshedpur,Sheela,New premium,8/17/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4988,Customers,Corporate agent,6530041,Promotors,Jamshedpur,Rita,New premium,8/18/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4990,Customers,Corporate agent,6534957,Promotors,Jamshedpur,Mina,New premium,8/19/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4991,Customers,Corporate agent,6539874,Promotors,Jamshedpur,Rushi,New premium,8/20/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4993,Customers,Corporate agent,6544791,Promotors,Jamshedpur,Krishna,New premium,8/21/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4994,Customers,Corporate agent,6549707,Promotors,Jamshedpur,Gita,New premium,8/22/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4996,Customers,Corporate agent,6554624,Promotors,Jamshedpur,Puja,New premium,8/23/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4997,Customers,Corporate agent,6559540,Promotors,Jamshedpur,Sheela,New premium,8/24/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
4999,Customers,Corporate agent,6564457,Promotors,Jamshedpur,Rita,New premium,8/25/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
5000,Customers,Corporate agent,6569373,Promotors,Jamshedpur,Mina,New premium,8/26/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
5002,Customers,Corporate agent,6574290,Promotors,Jamshedpur,Rushi,New premium,8/27/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
5003,Customers,Corporate agent,6579207,Promotors,Jamshedpur,Krishna,New premium,8/28/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
5005,Customers,Corporate agent,6584123,Promotors,Jamshedpur,Gita,New premium,8/29/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
5006,Customers,Corporate agent,6589040,Promotors,Jamshedpur,Puja,New premium,8/30/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
5008,Customers,Corporate agent,6593956,Promotors,Jamshedpur,Sheela,New premium,8/31/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
5009,Customers,Corporate agent,6598873,Promotors,Jamshedpur,Rita,New premium,9/1/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
5011,Customers,Corporate agent,6603789,Promotors,Jamshedpur,Mina,New premium,9/2/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
5012,Customers,Corporate agent,6608706,Promotors,Jamshedpur,Rushi,New premium,9/3/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
5014,Customers,Corporate agent,6613623,Promotors,Jamshedpur,Krishna,New premium,9/4/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
5015,Customers,Corporate agent,6618539,Promotors,Jamshedpur,Gita,New premium,9/5/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
5017,Customers,Corporate agent,6623456,Promotors,Jamshedpur,Rushi,New premium,9/6/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
5018,Customers,Corporate agent,6628372,Promotors,Jamshedpur,Krishna,New premium,9/7/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
5020,Customers,Corporate agent,6633289,Promotors,Jamshedpur,Gita,New premium,9/8/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
5021,Customers,Corporate agent,6638205,Promotors,Jamshedpur,Puja,New premium,9/9/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
5023,Customers,Corporate agent,6643122,Promotors,Jamshedpur,Sheela,New premium,9/10/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
5024,Customers,Corporate agent,6648039,Promotors,Jamshedpur,Rita,New premium,9/11/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
5026,Customers,Corporate agent,6652955,Promotors,Jamshedpur,Mina,New premium,9/12/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
5027,Customers,Corporate agent,6657872,Promotors,Jamshedpur,Rushi,New premium,9/13/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
5029,Customers,Corporate agent,6662788,Promotors,Jamshedpur,Krishna,New premium,9/14/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
5030,Customers,Corporate agent,6667705,Promotors,Jamshedpur,Gita,New premium,9/15/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
5032,Customers,Corporate agent,6672621,Promotors,Jamshedpur,Puja,New premium,9/16/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
5033,Customers,Corporate agent,6677538,Promotors,Jamshedpur,Sheela,New premium,9/17/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
5035,Customers,Corporate agent,6682455,Promotors,Jamshedpur,Rita,New premium,9/18/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
5036,Customers,Corporate agent,6687371,Promotors,Jamshedpur,Mina,New premium,9/19/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
5038,Customers,Corporate agent,6692288,Promotors,Jamshedpur,Rushi,New premium,9/20/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
5039,Customers,Corporate agent,6697204,Promotors,Jamshedpur,Krishna,New premium,9/21/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
5041,Customers,Corporate agent,6702121,Promotors,Jamshedpur,Gita,New premium,9/22/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
5042,Customers,Corporate agent,6707037,Promotors,Jamshedpur,Puja,New premium,9/23/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
5044,Customers,Corporate agent,6711954,Promotors,Jamshedpur,Sheela,New premium,9/24/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
5045,Customers,Corporate agent,6716871,Promotors,Jamshedpur,Rita,New premium,9/25/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
5047,Customers,Corporate agent,6721787,Promotors,Jamshedpur,Mina,New premium,9/26/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
5048,Customers,Corporate agent,6726704,Promotors,Jamshedpur,Rushi,New premium,9/27/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
5050,Customers,Corporate agent,6731620,Promotors,Jamshedpur,Krishna,New premium,9/28/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
5051,Customers,Corporate agent,6736537,Promotors,Jamshedpur,Gita,New premium,9/29/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
5053,Customers,Corporate agent,6741453,Promotors,Jamshedpur,Rushi,New premium,9/30/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
5054,Customers,Corporate agent,6746370,Promotors,Jamshedpur,Krishna,New premium,10/1/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
5056,Customers,Corporate agent,6751287,Promotors,Jamshedpur,Gita,New premium,10/2/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
5057,Customers,Corporate agent,6756203,Promotors,Jamshedpur,Puja,New premium,10/3/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
5059,Customers,Corporate agent,6761120,Promotors,Jamshedpur,Sheela,New premium,10/4/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
5060,Customers,Corporate agent,6766036,Promotors,Jamshedpur,Rita,New premium,10/5/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
5062,Customers,Corporate agent,6770953,Promotors,Jamshedpur,Mina,New premium,10/6/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
5063,Customers,Corporate agent,6775869,Promotors,Jamshedpur,Rushi,New premium,10/7/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
5065,Customers,Corporate agent,6780786,Promotors,Jamshedpur,Krishna,New premium,10/8/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
5066,Customers,Corporate agent,6785703,Promotors,Jamshedpur,Gita,New premium,10/9/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
5068,Customers,Corporate agent,6790619,Promotors,Jamshedpur,Puja,New premium,10/10/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
5069,Customers,Corporate agent,6795536,Promotors,Jamshedpur,Sheela,New premium,10/11/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
5071,Customers,Corporate agent,6800452,Promotors,Jamshedpur,Rita,New premium,10/12/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
5072,Customers,Corporate agent,6805369,Promotors,Jamshedpur,Mina,New premium,10/13/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
5074,Customers,Corporate agent,6810285,Promotors,Jamshedpur,Rushi,New premium,10/14/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
5075,Customers,Corporate agent,6815202,Promotors,Jamshedpur,Krishna,New premium,10/15/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
5077,Customers,Corporate agent,6820119,Promotors,Jamshedpur,Gita,New premium,10/16/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
5078,Customers,Corporate agent,6825035,Promotors,Jamshedpur,Puja,New premium,10/17/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
5080,Customers,Corporate agent,6829952,Promotors,Jamshedpur,Sheela,New premium,10/18/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
5081,Customers,Corporate agent,6834868,Promotors,Jamshedpur,Rita,New premium,10/19/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
5083,Customers,Corporate agent,6839785,Promotors,Jamshedpur,Mina,New premium,10/20/2017,Renewal premium,Profit after tax,Total cost ratio,Debt,Graduate,LM adoption,More than 5 years,Male ,15
